payment_method_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,payment_type,issuer_country,currency
PM_006074,10,1,1,1,0,987.04,98.704,71.35499999999999,0.11170736136565451,0.9829178058158152,7,10,2,1,0.1,0.1,0.1,0.7,1.0,0.2,0.1,debit_card,US,EUR
PM_000708,9,0,1,1,0,1620.55,180.0611111111111,134.15,0.11160077293629232,0.9341287462221994,5,9,0,0,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.0,0.0,0.0,wallet,GB,EUR
PM_005620,9,0,0,0,1,1209.62,134.4022222222222,111.96,0.111600029476012,0.8656659735606126,5,9,1,0,0.0,0.0,0.0,0.5555555555555556,1.0,0.1111111111111111,0.0,bank_transfer,FR,EUR
PM_003260,4,0,0,0,0,185.76,46.44,32.480000000000004,0.11138030465007435,0.3639367927500211,2,4,0,4,0.0,0.0,0.0,0.5,1.0,0.0,1.0,credit_card,IT,EUR
PM_007971,19,2,2,2,0,3722.22,195.90631578947367,110.87,0.11130521464295473,0.9896571268161684,13,19,4,0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.6842105263157895,1.0,0.21052631578947367,0.0,credit_card,FR,EUR
PM_008034,9,1,1,1,0,530.37,58.93,35.09,0.11123725889515985,0.9630929968834948,5,9,1,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.0,debit_card,US,EUR
PM_007462,10,1,1,1,0,503.89,50.388999999999996,21.485,0.11122632583479294,0.9164601100288016,6,10,1,2,0.1,0.1,0.1,0.6,1.0,0.1,0.2,credit_card,US,EUR
PM_001482,7,0,0,0,0,245.41,35.058571428571426,30.25,0.11113720791883097,0.6657391853047371,3,5,1,3,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.42857142857142855,credit_card,ES,EUR
PM_010397,8,0,0,0,1,1412.92,176.615,86.17,0.11100406919270364,0.8746206673462313,6,7,3,0,0.0,0.0,0.0,0.75,0.875,0.375,0.0,credit_card,ES,EUR
PM_008143,5,0,0,0,0,747.85,149.57,80.25,0.11098195015435511,0.4098369336074705,3,3,2,4,0.0,0.0,0.0,0.6,0.6,0.4,0.8,credit_card,ES,EUR
PM_010187,4,0,0,0,0,702.45,175.6125,72.795,0.110694855715334,0.4177970488535658,3,3,1,1,0.0,0.0,0.0,0.75,0.75,0.25,0.25,bank_transfer,ES,EUR
PM_005326,5,0,0,0,0,1033.04,206.608,183.73,0.11066116951642654,0.3597424950789386,3,4,1,1,0.0,0.0,0.0,0.6,0.8,0.2,0.2,debit_card,ES,EUR
PM_010318,7,0,0,0,0,826.41,118.05857142857143,52.14,0.11055919195981397,0.4087327446720255,5,7,2,0,0.0,0.0,0.0,0.7142857142857143,1.0,0.2857142857142857,0.0,credit_card,ES,EUR
PM_004867,13,0,0,0,1,2952.44,227.11076923076922,164.29,0.11055234871143874,0.7226045907235188,8,13,3,10,0.0,0.0,0.0,0.6153846153846154,1.0,0.23076923076923078,0.7692307692307693,credit_card,US,EUR
PM_000879,10,1,0,0,1,631.61,63.161,52.43000000000001,0.11044211889166156,0.7858820183467254,1,10,2,1,0.1,0.0,0.0,0.1,1.0,0.2,0.1,credit_card,GB,EUR
PM_001987,9,1,0,0,1,424.77,47.196666666666665,46.88,0.11041605971751856,0.871924460984452,5,9,2,7,0.1111111111111111,0.0,0.0,0.5555555555555556,1.0,0.2222222222222222,0.7777777777777778,credit_card,PT,EUR
PM_009798,5,0,0,0,0,206.84,41.368,20.95,0.11038361316754694,0.5291878909673631,2,4,2,1,0.0,0.0,0.0,0.4,0.8,0.4,0.2,credit_card,DE,EUR
PM_007037,11,0,0,0,0,733.9399999999999,66.72181818181818,31.51,0.1102691968569307,0.4067155782008351,9,11,5,9,0.0,0.0,0.0,0.8181818181818182,1.0,0.45454545454545453,0.8181818181818182,credit_card,US,EUR
PM_010172,13,1,0,0,0,960.19,73.86076923076924,41.31,0.11018968253553152,0.4938039715811576,6,12,2,7,0.07692307692307693,0.0,0.0,0.46153846153846156,0.9230769230769231,0.15384615384615385,0.5384615384615384,debit_card,FR,EUR
PM_007175,3,0,0,0,0,645.5,215.16666666666666,272.17,0.11018514315003573,0.2741374790772762,1,2,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,wallet,ES,EUR
PM_002222,10,0,0,0,1,741.9,74.19,62.035,0.11011556575389661,0.7379654917641568,4,10,1,0,0.0,0.0,0.0,0.4,1.0,0.1,0.0,wallet,ES,EUR
PM_001552,5,0,0,0,0,918.9000000000001,183.78000000000003,159.93,0.1100535150255525,0.3109819470471607,4,5,0,4,0.0,0.0,0.0,0.8,1.0,0.0,0.8,credit_card,IT,EUR
PM_002318,15,0,0,0,1,963.93,64.262,35.81,0.10998966272600957,0.8985543954309188,8,15,4,3,0.0,0.0,0.0,0.5333333333333333,1.0,0.26666666666666666,0.2,wallet,FR,EUR
PM_003238,8,0,0,0,1,830.1800000000001,103.77250000000001,77.255,0.10992288314230435,0.8618292780429851,4,8,2,3,0.0,0.0,0.0,0.5,1.0,0.25,0.375,credit_card,IT,EUR
PM_002585,4,0,0,0,0,425.55,106.3875,64.89,0.10991628187438915,0.2623986622108078,2,4,0,4,0.0,0.0,0.0,0.5,1.0,0.0,1.0,credit_card,US,EUR
PM_010184,8,0,0,0,1,485.98,60.7475,37.305,0.10990073277478848,0.8386645401289317,1,8,2,0,0.0,0.0,0.0,0.125,1.0,0.25,0.0,debit_card,DE,EUR
PM_007399,11,0,0,0,0,1310.55,119.14090909090909,99.62,0.1098951028651928,0.581320009506684,5,11,2,0,0.0,0.0,0.0,0.45454545454545453,1.0,0.18181818181818182,0.0,debit_card,US,EUR
PM_005690,9,0,0,0,1,659.4,73.26666666666667,43.45,0.10979432235171416,0.8347301271293028,1,9,1,0,0.0,0.0,0.0,0.1111111111111111,1.0,0.1111111111111111,0.0,debit_card,US,EUR
PM_002518,23,0,0,0,0,2908.27,126.44652173913043,105.51,0.10971904896433715,0.6801954540202757,9,23,5,2,0.0,0.0,0.0,0.391304347826087,1.0,0.21739130434782608,0.08695652173913043,debit_card,GB,EUR
PM_004650,9,0,0,0,1,1764.76,196.08444444444444,179.43,0.10956486181768398,0.7782789519844403,8,8,1,0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.0,credit_card,DE,EUR
PM_001331,7,0,0,0,0,878.5400000000001,125.50571428571429,85.67,0.10952637797890762,0.6834845886813585,6,7,2,5,0.0,0.0,0.0,0.8571428571428571,1.0,0.2857142857142857,0.7142857142857143,debit_card,ES,EUR
PM_000412,3,0,0,0,0,1499.54,499.84666666666664,270.93,0.10937743029783176,0.3177471468184109,2,2,0,2,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,credit_card,ES,EUR
PM_011249,5,1,0,0,0,1070.71,214.142,36.4,0.10931498935531574,0.4956327827469088,4,5,0,5,0.2,0.0,0.0,0.8,1.0,0.0,1.0,bank_transfer,US,EUR
PM_005150,7,0,0,0,0,760.17,108.59571428571428,83.3,0.109182814945425,0.6592070008866222,4,7,0,3,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.42857142857142855,debit_card,IT,EUR
PM_001045,4,0,0,0,0,682.99,170.7475,165.555,0.10906293699126172,0.4147577453915602,3,4,1,0,0.0,0.0,0.0,0.75,1.0,0.25,0.0,wallet,IT,EUR
PM_010580,9,0,0,0,0,2409.51,267.72333333333336,72.33,0.10903969338157432,0.3168751266712572,6,9,3,7,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.7777777777777778,credit_card,DE,EUR
PM_000891,9,0,0,0,1,1330.6,147.84444444444443,53.42,0.10901209983878636,0.7935969111944087,4,9,2,7,0.0,0.0,0.0,0.4444444444444444,1.0,0.2222222222222222,0.7777777777777778,wallet,ES,EUR
PM_000369,7,0,0,0,1,1292.97,184.71,188.17,0.10898338972620517,0.7419217383383728,5,7,1,0,0.0,0.0,0.0,0.7142857142857143,1.0,0.14285714285714285,0.0,bank_transfer,FR,EUR
PM_003215,12,0,0,0,1,2167.6,180.63333333333333,163.115,0.10882183184386623,0.7676023431495003,7,12,2,3,0.0,0.0,0.0,0.5833333333333334,1.0,0.16666666666666666,0.25,debit_card,GB,EUR
PM_005869,17,1,1,1,0,3143.62,184.91882352941175,129.63,0.10862800688720693,0.9532394603176808,7,12,3,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.7058823529411765,0.17647058823529413,0.0,credit_card,ES,EUR
PM_004254,9,0,0,0,0,822.35,91.37222222222222,61.14,0.10843301693266273,0.6116262965861954,6,8,1,3,0.0,0.0,0.0,0.6666666666666666,0.8888888888888888,0.1111111111111111,0.3333333333333333,bank_transfer,IT,EUR
PM_008112,7,0,0,0,0,1722.66,246.09428571428572,131.63,0.10831342690057111,0.4411166858997399,1,7,0,3,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.42857142857142855,credit_card,US,EUR
PM_003975,6,0,0,0,0,577.25,96.20833333333333,82.555,0.10830787808659019,0.4574690587018638,1,6,2,0,0.0,0.0,0.0,0.16666666666666666,1.0,0.3333333333333333,0.0,credit_card,US,EUR
PM_011743,13,1,0,0,1,2254.92,173.45538461538462,144.36,0.10829737594247117,0.7701289520701463,3,13,4,5,0.07692307692307693,0.0,0.0,0.23076923076923078,1.0,0.3076923076923077,0.38461538461538464,debit_card,PT,EUR
PM_006130,3,0,0,0,0,188.01999999999998,62.673333333333325,74.67,0.10824342295737382,0.250863244127652,0,3,0,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,wallet,DE,EUR
PM_002525,4,0,0,0,0,921.4200000000001,230.35500000000002,206.69,0.10823585394012253,0.3741722153194036,2,4,1,0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,credit_card,US,EUR
PM_011358,5,0,0,0,0,763.0,152.6,157.53,0.10820462943211055,0.4489960637566241,2,5,1,1,0.0,0.0,0.0,0.4,1.0,0.2,0.2,credit_card,IT,EUR
PM_005291,10,0,1,1,0,699.1800000000001,69.918,58.78,0.10803371785939134,0.942933317636578,3,10,3,10,0.0,0.1,0.1,0.3,1.0,0.3,1.0,bank_transfer,ES,EUR
PM_008393,7,0,0,0,0,898.8000000000001,128.4,86.91,0.10802339053247294,0.6804042234726124,3,6,2,0,0.0,0.0,0.0,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.0,credit_card,IT,EUR
PM_000076,7,1,0,0,0,486.57,69.51,48.9,0.10788503569348966,0.578359307415576,5,7,1,0,0.14285714285714285,0.0,0.0,0.7142857142857143,1.0,0.14285714285714285,0.0,credit_card,ES,EUR
PM_004679,8,0,0,0,0,602.9200000000001,75.36500000000001,35.59,0.10786720351163298,0.6878473183826261,3,8,3,1,0.0,0.0,0.0,0.375,1.0,0.375,0.125,wallet,US,EUR
PM_003465,10,0,0,0,0,1272.28,127.228,70.215,0.10784566578824287,0.5308075998488718,5,5,1,6,0.0,0.0,0.0,0.5,0.5,0.1,0.6,wallet,DE,EUR
PM_001408,4,0,0,0,0,666.7700000000001,166.69250000000002,139.45499999999998,0.10780045811550326,0.4303710564646026,2,4,1,0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,credit_card,IT,EUR
PM_008668,15,1,0,0,2,2462.44,164.16266666666667,119.42,0.10777219344556817,0.7907897043051132,7,15,3,14,0.06666666666666667,0.0,0.0,0.4666666666666667,1.0,0.2,0.9333333333333333,credit_card,DE,EUR
PM_004405,18,0,0,0,1,2198.25,122.125,71.845,0.1076420724146631,0.8525482301289659,13,17,5,0,0.0,0.0,0.0,0.7222222222222222,0.9444444444444444,0.2777777777777778,0.0,debit_card,DE,EUR
PM_008659,9,0,1,1,0,1537.82,170.86888888888888,61.43,0.10750049253537895,0.9545211016711338,4,9,3,2,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,1.0,0.3333333333333333,0.2222222222222222,debit_card,DE,EUR
PM_000223,11,1,1,1,0,1171.58,106.50727272727272,70.26,0.10748749357606148,0.997304136023504,7,8,3,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.7272727272727273,0.2727272727272727,0.2727272727272727,credit_card,ES,EUR
PM_006850,4,0,0,0,0,575.76,143.94,120.51,0.10741750034450337,0.3632138147706809,2,4,0,0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,credit_card,GB,EUR
PM_011276,13,0,0,0,1,2322.47,178.65153846153845,89.68,0.10692101316349605,0.8229499039536543,10,12,2,2,0.0,0.0,0.0,0.7692307692307693,0.9230769230769231,0.15384615384615385,0.15384615384615385,credit_card,ES,EUR
PM_002734,4,0,0,0,0,177.45000000000002,44.362500000000004,11.145,0.10688275184239962,0.4245555212718662,3,4,2,1,0.0,0.0,0.0,0.75,1.0,0.5,0.25,credit_card,FR,EUR
PM_010130,9,0,0,0,0,1002.47,111.38555555555556,58.51,0.10677834450725342,0.5957185532656203,4,9,0,7,0.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.7777777777777778,credit_card,DE,EUR
PM_000293,7,0,0,0,1,1527.05,218.15,136.51,0.10670454827489707,0.7176204278952731,5,6,5,1,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,credit_card,DE,EUR
PM_002876,9,0,1,1,0,738.65,82.07222222222222,36.46,0.10668761596409053,0.90208556126448,3,9,0,2,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,1.0,0.0,0.2222222222222222,wallet,PT,EUR
PM_011533,11,0,0,0,0,1829.02,166.27454545454546,119.28,0.10654087640207864,0.6414510447888911,8,11,2,0,0.0,0.0,0.0,0.7272727272727273,1.0,0.18181818181818182,0.0,credit_card,ES,EUR
PM_005352,5,0,0,0,0,448.93,89.786,107.89,0.10638268015338322,0.391417463981438,2,4,0,3,0.0,0.0,0.0,0.4,0.8,0.0,0.6,wallet,ES,EUR
PM_004326,5,0,0,0,0,1547.86,309.572,62.37,0.10635260356179559,0.3616179240631638,3,5,0,1,0.0,0.0,0.0,0.6,1.0,0.0,0.2,credit_card,ES,EUR
PM_005086,7,1,0,0,0,565.21,80.74428571428572,48.6,0.10632936868900437,0.3176187869328368,2,7,1,4,0.14285714285714285,0.0,0.0,0.2857142857142857,1.0,0.14285714285714285,0.5714285714285714,credit_card,US,EUR
PM_001914,10,1,1,1,0,1380.94,138.094,107.82,0.10629958989376531,0.9241157824793744,8,10,1,0,0.1,0.1,0.1,0.8,1.0,0.1,0.0,credit_card,US,EUR
PM_001852,7,0,0,0,0,1094.68,156.38285714285715,142.28,0.10623591739921072,0.3624612073180837,4,4,0,2,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,credit_card,ES,EUR
PM_000752,10,0,1,1,0,1586.87,158.68699999999998,94.84,0.10622972965164545,0.9277195363486528,10,10,2,9,0.0,0.1,0.1,1.0,1.0,0.2,0.9,credit_card,ES,EUR
PM_011278,14,0,0,0,0,1932.76,138.05428571428573,115.11500000000001,0.1057712976988023,0.5491387966712752,7,10,3,11,0.0,0.0,0.0,0.5,0.7142857142857143,0.21428571428571427,0.7857142857142857,credit_card,PT,EUR
PM_010696,11,0,0,0,0,1527.49,138.86272727272728,182.77,0.10571438132610389,0.5996962396902258,9,10,3,0,0.0,0.0,0.0,0.8181818181818182,0.9090909090909091,0.2727272727272727,0.0,credit_card,DE,EUR
PM_010697,7,0,0,0,0,592.77,84.68142857142857,107.25,0.10566778421375735,0.6495361557830428,3,5,1,6,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.8571428571428571,wallet,ES,EUR
PM_004307,14,0,0,0,0,1004.88,71.77714285714286,52.084999999999994,0.10565981801983027,0.6381865266971322,5,14,1,8,0.0,0.0,0.0,0.35714285714285715,1.0,0.07142857142857142,0.5714285714285714,credit_card,US,EUR
PM_004977,10,0,1,1,0,2157.03,215.70300000000003,164.82,0.10556012778901931,0.9146565267347532,7,10,3,0,0.0,0.1,0.1,0.7,1.0,0.3,0.0,bank_transfer,ES,EUR
PM_002618,10,1,0,0,0,438.94,43.894,45.205,0.10545922476190969,0.6903529945875081,3,5,1,5,0.1,0.0,0.0,0.3,0.5,0.1,0.5,credit_card,DE,EUR
PM_011403,10,1,1,1,0,1693.3,169.32999999999998,74.445,0.10541999627516155,0.988537538938541,4,10,2,3,0.1,0.1,0.1,0.4,1.0,0.2,0.3,credit_card,US,EUR
PM_004553,11,0,0,0,1,2338.89,212.62636363636364,107.49,0.10539784713752774,0.7914858774097576,8,11,1,2,0.0,0.0,0.0,0.7272727272727273,1.0,0.09090909090909091,0.18181818181818182,debit_card,IT,EUR
PM_003520,19,0,0,0,1,3125.82,164.51684210526318,124.41,0.10538332337363224,0.8087645889590567,9,19,4,1,0.0,0.0,0.0,0.47368421052631576,1.0,0.21052631578947367,0.05263157894736842,debit_card,DE,EUR
PM_011253,3,0,0,0,0,202.18,67.39333333333333,59.98,0.1052725675235033,0.2814838786117125,0,3,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,credit_card,US,EUR
PM_010399,12,0,0,0,1,2357.59,196.46583333333334,78.18,0.10518168853627657,0.7188975709127945,9,12,3,0,0.0,0.0,0.0,0.75,1.0,0.25,0.0,credit_card,ES,EUR
PM_006041,3,0,0,0,0,606.07,202.02333333333334,236.21,0.10505105741919783,0.2399170248209605,1,3,1,2,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,wallet,GB,EUR
PM_000845,21,1,1,1,0,2975.95,141.71190476190475,114.68,0.10494837343717006,0.9141416146514424,11,18,6,9,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.5238095238095238,0.8571428571428571,0.2857142857142857,0.42857142857142855,credit_card,FR,EUR
PM_011902,4,0,0,0,0,229.55,57.3875,48.315,0.10491196751553605,0.3360978805135391,4,4,3,0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,debit_card,FR,EUR
PM_002699,17,0,0,0,0,1252.82,73.69529411764705,43.67,0.10484380650703966,0.6775771800052364,8,17,4,7,0.0,0.0,0.0,0.47058823529411764,1.0,0.23529411764705882,0.4117647058823529,bank_transfer,US,EUR
PM_008429,16,1,0,0,1,781.0600000000001,48.816250000000004,27.645,0.10470809808742551,0.8407205770318286,6,16,2,13,0.0625,0.0,0.0,0.375,1.0,0.125,0.8125,debit_card,IT,EUR
PM_001912,18,0,1,1,0,3290.46,182.80333333333334,84.97999999999999,0.10460102771518774,0.9776751987656468,11,18,2,4,0.0,0.05555555555555555,0.05555555555555555,0.6111111111111112,1.0,0.1111111111111111,0.2222222222222222,credit_card,IT,EUR
PM_000878,3,0,0,0,0,211.58,70.52666666666667,82.93,0.10451611577279883,0.2459797326684332,1,3,0,2,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,credit_card,FR,EUR
PM_005683,12,1,1,1,0,1866.6599999999999,155.55499999999998,157.2,0.1043156662314257,0.9446258411485066,5,12,0,8,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.4166666666666667,1.0,0.0,0.6666666666666666,credit_card,US,EUR
PM_002917,8,1,0,0,1,1434.78,179.3475,69.235,0.10425932261213619,0.761832188040343,5,6,3,1,0.125,0.0,0.0,0.625,0.75,0.375,0.125,credit_card,ES,EUR
PM_002598,8,0,0,0,0,521.84,65.23,72.155,0.10415424620879496,0.424887453528581,2,8,1,6,0.0,0.0,0.0,0.25,1.0,0.125,0.75,wallet,US,EUR
PM_008412,10,0,0,0,1,806.2,80.62,47.019999999999996,0.10411045946044917,0.8671876741271857,4,10,1,0,0.0,0.0,0.0,0.4,1.0,0.1,0.0,wallet,FR,EUR
PM_007750,9,0,0,0,1,421.35,46.81666666666667,40.31,0.10410189199291585,0.7237181065704197,6,9,1,1,0.0,0.0,0.0,0.6666666666666666,1.0,0.1111111111111111,0.1111111111111111,debit_card,PT,EUR
PM_001049,5,0,0,0,0,543.26,108.652,108.71,0.10397727015269898,0.4646955450116272,3,4,0,2,0.0,0.0,0.0,0.6,0.8,0.0,0.4,credit_card,ES,EUR
PM_006448,8,0,0,0,0,540.21,67.52625,45.56,0.10392923369394459,0.6654530902712171,7,7,1,0,0.0,0.0,0.0,0.875,0.875,0.125,0.0,credit_card,ES,EUR
PM_007176,4,0,0,0,0,449.48,112.37,103.825,0.10392754281110728,0.3401962882101676,4,4,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,credit_card,ES,EUR
PM_007445,4,0,0,0,0,1504.4299999999998,376.10749999999996,111.46000000000001,0.10383471202079086,0.1712906143195637,4,4,1,0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,credit_card,DE,EUR
PM_010941,6,0,0,0,0,1213.29,202.215,205.75,0.10381367208482462,0.4301237384345336,2,6,1,3,0.0,0.0,0.0,0.3333333333333333,1.0,0.16666666666666666,0.5,credit_card,IT,EUR
PM_011838,6,0,0,0,0,1077.51,179.585,168.185,0.10380916357616034,0.3752484153506973,2,6,3,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.0,wallet,ES,EUR
PM_010266,19,1,1,1,1,2637.2999999999997,138.80526315789473,69.05,0.10376322965610481,0.9656920459543024,10,18,3,6,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.5263157894736842,0.9473684210526315,0.15789473684210525,0.3157894736842105,credit_card,FR,EUR
PM_006490,8,0,0,0,0,424.99,53.12375,14.950000000000001,0.10372057606117133,0.4653100918739006,1,8,0,8,0.0,0.0,0.0,0.125,1.0,0.0,1.0,debit_card,FR,EUR
PM_000018,7,0,0,0,0,564.15,80.59285714285714,59.82,0.10369632368940158,0.2095288520797576,4,7,1,5,0.0,0.0,0.0,0.5714285714285714,1.0,0.14285714285714285,0.7142857142857143,debit_card,US,EUR
PM_010473,11,1,0,0,1,2841.1800000000003,258.28909090909093,195.26,0.10364917025873069,0.7368051894165547,2,8,2,6,0.09090909090909091,0.0,0.0,0.18181818181818182,0.7272727272727273,0.18181818181818182,0.5454545454545454,credit_card,ES,EUR
PM_005770,7,1,0,0,0,388.76,55.537142857142854,51.02,0.10354911433505622,0.5830420743356438,2,6,1,5,0.14285714285714285,0.0,0.0,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.7142857142857143,credit_card,ES,EUR
PM_009319,10,0,0,0,1,1887.93,188.793,105.87,0.10353003823838317,0.8659599430541588,6,10,2,5,0.0,0.0,0.0,0.6,1.0,0.2,0.5,credit_card,IT,EUR
PM_006902,6,0,0,0,0,427.53999999999996,71.25666666666666,64.625,0.10330153668934938,0.5476227631420163,2,6,1,3,0.0,0.0,0.0,0.3333333333333333,1.0,0.16666666666666666,0.5,debit_card,US,EUR
PM_004312,14,1,1,1,0,1408.8,100.62857142857142,62.239999999999995,0.10329484091027585,0.9967154740940776,11,14,2,4,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7857142857142857,1.0,0.14285714285714285,0.2857142857142857,credit_card,US,EUR
PM_011840,9,0,0,0,1,2377.85,264.2055555555555,156.76,0.10323591842097661,0.7347954190072712,4,7,2,5,0.0,0.0,0.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.5555555555555556,credit_card,ES,EUR
PM_003439,9,1,0,0,1,1440.56,160.0622222222222,104.35,0.10322931717559677,0.8664605665252204,4,9,4,6,0.1111111111111111,0.0,0.0,0.4444444444444444,1.0,0.4444444444444444,0.6666666666666666,credit_card,IT,EUR
PM_010545,7,0,0,0,0,1967.0,281.0,161.45,0.1031513099133066,0.6270447315971763,2,7,4,0,0.0,0.0,0.0,0.2857142857142857,1.0,0.5714285714285714,0.0,credit_card,IT,EUR
PM_001785,11,0,0,0,1,836.3199999999999,76.0290909090909,66.55,0.10306337537101819,0.752743648580446,9,11,2,1,0.0,0.0,0.0,0.8181818181818182,1.0,0.18181818181818182,0.09090909090909091,wallet,FR,EUR
PM_008364,6,0,0,0,0,508.18,84.69666666666667,86.16499999999999,0.10283112689815281,0.6153354010760933,4,6,1,4,0.0,0.0,0.0,0.6666666666666666,1.0,0.16666666666666666,0.6666666666666666,credit_card,PT,EUR
PM_002202,9,0,0,0,1,1506.07,167.3411111111111,117.9,0.10275385404480952,0.8609301539309627,4,8,1,5,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,0.1111111111111111,0.5555555555555556,credit_card,IT,EUR
PM_007711,4,0,0,0,0,248.93,62.2325,65.55,0.1025915857099161,0.2828935076810985,4,4,2,0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,wallet,PT,EUR
PM_008930,8,0,0,0,1,657.13,82.14125,40.254999999999995,0.10254824229809291,0.7167758812272108,6,8,2,5,0.0,0.0,0.0,0.75,1.0,0.25,0.625,credit_card,US,EUR
PM_011465,10,0,0,0,1,1033.76,103.376,65.36,0.10250499220806512,0.8849541457968718,5,8,2,0,0.0,0.0,0.0,0.5,0.8,0.2,0.0,credit_card,ES,EUR
PM_005004,4,0,0,0,0,206.68,51.67,35.53,0.10231738203763055,0.4073270824710561,2,4,0,0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,wallet,ES,EUR
PM_000735,4,0,0,0,0,356.73,89.1825,89.625,0.10226846834578515,0.3831605036474597,2,4,0,2,0.0,0.0,0.0,0.5,1.0,0.0,0.5,credit_card,ES,EUR
PM_004014,4,0,0,0,0,382.69,95.6725,46.9,0.102131950877263,0.3747832895995013,2,4,1,0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,credit_card,PT,EUR
PM_007372,3,0,0,0,0,124.25999999999999,41.419999999999995,37.62,0.10203227718006803,0.3043300635274798,1,2,1,1,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,credit_card,ES,EUR
PM_008338,11,0,0,0,0,1811.53,164.68454545454546,110.09,0.10198339553036374,0.3631090264995057,10,10,3,0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.0,wallet,PT,EUR
PM_011043,4,0,0,0,0,668.72,167.18,171.465,0.10198198360561998,0.3031604816993571,2,3,1,3,0.0,0.0,0.0,0.5,0.75,0.25,0.75,wallet,ES,EUR
PM_007210,6,0,0,0,0,980.2,163.36666666666667,145.245,0.10194425515016396,0.5114460788529077,1,2,1,1,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,wallet,ES,EUR
PM_009411,14,1,0,0,1,1262.76,90.19714285714285,33.18,0.10171845849724637,0.7173308854867249,7,14,2,7,0.07142857142857142,0.0,0.0,0.5,1.0,0.14285714285714285,0.5,credit_card,IT,EUR
PM_003815,12,1,0,0,1,1285.2,107.10000000000001,53.16,0.10168374548573655,0.7652818490949841,6,12,4,11,0.08333333333333333,0.0,0.0,0.5,1.0,0.3333333333333333,0.9166666666666666,wallet,FR,EUR
PM_004282,8,0,0,0,0,1267.75,158.46875,144.925,0.10161933965575573,0.3718814883680092,5,5,1,8,0.0,0.0,0.0,0.625,0.625,0.125,1.0,bank_transfer,ES,EUR
PM_004159,10,0,0,0,1,928.24,92.824,87.035,0.10158382453827323,0.8366030967434837,5,10,2,0,0.0,0.0,0.0,0.5,1.0,0.2,0.0,debit_card,DE,EUR
PM_008756,11,1,0,0,1,1526.41,138.76454545454547,45.7,0.10156653440613322,0.7698001887514103,6,11,1,0,0.09090909090909091,0.0,0.0,0.5454545454545454,1.0,0.09090909090909091,0.0,credit_card,IT,EUR
