transaction_id,transaction_ts,transaction_date,fraud_label,fraud_type,fraud_score,risk_bucket,alert_flag,prediction_outcome,review_rank,review_percentile,amount,channel,payment_type,merchant_category,merchant_risk_level,customer_segment,transaction_country,ip_country,currency,is_cross_border,issuer_country_mismatch,ip_country_mismatch,geo_mismatch_any_flag,card_present_flag,shared_or_low_trust_device_flag,customer_txn_count_prev_1h,customer_txn_count_prev_24h,device_txn_count_prev_1h,device_txn_count_prev_24h,payment_method_txn_count_prev_1h,payment_method_txn_count_prev_24h,merchant_fraud_rate_prior,device_fraud_rate_prior,payment_method_fraud_rate_prior,amount_to_customer_expected_ratio,amount_to_merchant_prior_mean_ratio,behavioral_novelty_score,risk_signal_score,customer_id,merchant_id,device_id,payment_method_id,in_top_1pct_review_queue,in_top_3pct_review_queue,in_top_5pct_review_queue,in_top_10pct_review_queue,alert_rank
TXN_000135262,2026-03-24 01:10:35,2026-03-24,1,stolen_card,0.976778393530254,high,1,true_positive,134,0.002977777777777778,60.83,web,debit_card,electronics,medium,mass,IT,US,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.032,0.0086274509803921,0.0348571428571428,2.3490265486725663,0.2264526535162381,2,2,CUST_005498,MERCH_000514,DEV_001542,PM_007642,1,1,1,1,134
TXN_000297195,2026-03-10 05:05:33,2026-03-10,1,stolen_card,0.9766355394285888,high,1,true_positive,135,0.003,131.66,web,debit_card,digital_services,medium,mass,FR,ES,EUR,1,1,1,1,0,0,0,1,0,2,0,2,0.0302439024390243,0.0169411764705882,0.0274157303370786,2.55357939448011,2.150360366805928,2,3,CUST_009463,MERCH_000062,DEV_001365,PM_000888,1,1,1,1,135
TXN_000020635,2026-03-23 02:25:17,2026-03-23,0,none,0.9764186625463932,high,1,false_positive,136,0.003022222222222222,51.36,mobile,credit_card,travel,high,digital_native,ES,PT,EUR,0,1,1,1,0,1,0,1,0,1,0,2,0.0412996389891696,0.0453061224489795,0.0234013605442176,2.451141814016751,0.1737259665404782,0,4,CUST_008394,MERCH_000542,DEV_000559,PM_010575,1,1,1,1,136
TXN_000017922,2026-03-21 02:19:54,2026-03-21,1,account_takeover,0.9763096642737578,high,1,true_positive,137,0.0030444444444444442,611.68,web,credit_card,marketplace,medium,affluent,ES,DE,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0345555555555555,0.0358823529411764,0.0436363636363636,3.794832109685835,8.177938842567032,1,4,CUST_005813,MERCH_000970,DEV_000019,PM_003109,1,1,1,1,137
TXN_000274321,2026-03-12 03:16:47,2026-03-12,1,account_takeover,0.976094194986676,high,1,true_positive,138,0.0030666666666666668,853.69,web,credit_card,electronics,medium,affluent,FR,FR,EUR,1,1,1,1,0,0,0,0,0,0,0,2,0.0133333333333333,0.0236065573770491,0.0070967741935483,5.835168403005223,3.922301912172718,1,4,CUST_004876,MERCH_001080,DEV_002197,PM_008272,1,1,1,1,138
TXN_000121386,2026-03-22 06:24:02,2026-03-22,1,merchant_collusion,0.9759686819975264,high,1,true_positive,139,0.003088888888888889,132.86,mobile,debit_card,electronics,medium,mass,DE,ES,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.1912166172106824,0.0271111111111111,0.0191304347826086,3.746102928342218,1.0179189379536835,1,3,CUST_002111,MERCH_000066,DEV_003301,PM_006399,1,1,1,1,139
TXN_000136829,2026-03-23 04:24:06,2026-03-23,1,account_takeover,0.9759623553304244,high,1,true_positive,140,0.003111111111111111,1200.0,mobile,credit_card,marketplace,medium,sme,IT,GB,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0230340557275541,0.0169230769230769,0.0070967741935483,1.9267420558016608,9.270716392314483,4,4,CUST_003688,MERCH_000285,DEV_002909,PM_004042,1,1,1,1,140
TXN_000233228,2026-03-11 08:28:59,2026-03-11,1,stolen_card,0.9758025239811678,high,1,true_positive,141,0.0031333333333333335,950.0,web,credit_card,electronics,medium,affluent,IT,DE,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.0240707964601769,0.0199999999999999,0.0083018867924528,13.807582058217934,5.636261001797152,2,3,CUST_002669,MERCH_000989,DEV_004532,PM_008103,1,1,1,1,141
TXN_000198090,2026-03-14 00:12:17,2026-03-14,1,account_takeover,0.9757329469915808,high,1,true_positive,142,0.0031555555555555555,83.27,mobile,debit_card,electronics,medium,digital_native,DE,FR,EUR,1,1,1,1,0,1,0,1,0,0,0,1,0.0179757085020242,0.0079999999999999,0.018,4.5821983766680425,0.2388275719687292,1,5,CUST_005708,MERCH_000693,DEV_001154,PM_004844,1,1,1,1,142
TXN_000285281,2026-03-10 00:11:13,2026-03-10,0,none,0.9750936500970092,high,1,false_positive,143,0.0031777777777777776,139.99,web,credit_card,marketplace,medium,mass,ES,PT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.1580952380952381,0.0151724137931034,0.0451851851851851,2.3579248778844533,0.7878098507312643,1,3,CUST_005404,MERCH_000696,DEV_001419,PM_008030,1,1,1,1,143
TXN_000238811,2026-03-15 00:04:30,2026-03-15,1,stolen_card,0.97492671332826,high,1,true_positive,144,0.0032,301.48,web,credit_card,digital_services,medium,digital_native,ES,GB,EUR,0,1,1,1,0,0,0,1,0,0,0,1,0.0360883280757097,0.0342857142857142,0.0369230769230769,6.766415433116897,4.050017097542839,2,4,CUST_008418,MERCH_001061,DEV_007459,PM_002116,1,1,1,1,144
TXN_000175635,2026-03-15 04:35:47,2026-03-15,0,none,0.9744880288458908,high,1,false_positive,145,0.0032222222222222222,234.62,mobile,credit_card,electronics,medium,digital_native,IT,IT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0215019762845849,0.0118918918918918,0.0091666666666666,13.771631793384437,1.6654463164199516,1,4,CUST_003798,MERCH_000532,DEV_007968,PM_009285,1,1,1,1,145
TXN_000269306,2026-03-26 00:04:28,2026-03-26,0,none,0.9744214477547726,high,1,false_positive,146,0.0032444444444444443,535.51,mobile,credit_card,marketplace,medium,affluent,ES,PT,EUR,1,1,1,1,0,0,0,0,0,0,0,1,0.0149450549450549,0.0116129032258064,0.0177777777777777,2.1183742292357217,8.84525085372084,1,3,CUST_004530,MERCH_000752,DEV_001941,PM_004414,1,1,1,1,146
TXN_000073069,2026-03-15 06:28:26,2026-03-15,1,stolen_card,0.9743120032330976,high,1,true_positive,147,0.003266666666666667,183.04,web,credit_card,marketplace,medium,mass,IT,FR,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0444285714285714,0.0163636363636363,0.1032558139534883,3.036784224497535,1.5501203539938309,2,2,CUST_005978,MERCH_000589,DEV_000714,PM_011498,1,1,1,1,147
TXN_000013568,2026-03-13 01:54:53,2026-03-13,1,account_takeover,0.9741642181541068,high,1,true_positive,148,0.003288888888888889,527.34,mobile,wallet,marketplace,medium,digital_native,IT,PT,EUR,1,0,1,1,0,1,0,0,0,1,0,0,0.0365891472868217,0.1055737704918032,0.0107317073170731,2.7540392863437853,6.546952887490429,1,7,CUST_000201,MERCH_000555,DEV_000675,PM_000857,1,1,1,1,148
TXN_000037158,2026-03-09 05:36:13,2026-03-09,1,merchant_collusion,0.9739074786228876,high,1,true_positive,149,0.003311111111111111,119.57,web,credit_card,marketplace,medium,mass,IT,PT,EUR,1,1,1,1,0,1,0,2,1,5,0,1,0.1928712871287128,0.0075862068965517,0.0087999999999999,1.474867915219045,0.6252003041167542,2,5,CUST_001531,MERCH_000500,DEV_000048,PM_007088,1,1,1,1,149
TXN_000188186,2026-03-24 03:42:17,2026-03-24,0,none,0.973791064104104,high,1,false_positive,150,0.0033333333333333335,593.82,web,credit_card,marketplace,medium,affluent,ES,GB,EUR,1,1,1,1,0,1,0,1,0,1,0,1,0.0210764872521246,0.06752,0.0477777777777777,3.868813489485112,4.008494091718839,1,4,CUST_005835,MERCH_000497,DEV_005958,PM_002553,1,1,1,1,150
TXN_000174761,2026-03-08 22:40:52,2026-03-08,1,stolen_card,0.9737266475309236,high,1,true_positive,151,0.0033555555555555556,411.26,web,credit_card,electronics,high,affluent,ES,US,EUR,0,1,1,1,0,1,0,1,0,1,0,2,0.0303597122302158,0.0104761904761904,0.0089795918367346,3.070853981245231,4.511046006639975,2,5,CUST_003613,MERCH_001165,DEV_002307,PM_009719,1,1,1,1,151
TXN_000261488,2026-03-15 00:16:36,2026-03-15,1,stolen_card,0.9736824517995434,high,1,true_positive,152,0.0033777777777777777,227.74,mobile,credit_card,digital_services,medium,affluent,FR,US,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0324890829694323,0.0293975903614457,0.0274157303370786,2.919884851710291,2.777377035214321,2,3,CUST_004298,MERCH_000377,DEV_003035,PM_004980,1,1,1,1,152
TXN_000294037,2026-03-20 08:21:03,2026-03-20,1,stolen_card,0.9736434786639524,high,1,true_positive,153,0.0034,384.84,web,credit_card,marketplace,low,digital_native,ES,GB,EUR,0,1,1,1,0,0,0,0,0,0,0,2,0.014863387978142,0.0225,0.0477419354838709,9.212526797921068,4.3978097259713405,2,4,CUST_007977,MERCH_000274,DEV_007800,PM_001514,1,1,1,1,153
TXN_000059590,2026-03-18 02:16:15,2026-03-18,1,merchant_collusion,0.9734990125681108,high,1,true_positive,154,0.0034222222222222223,850.0,web,wallet,digital_services,high,affluent,DE,DE,EUR,0,0,0,0,0,1,0,0,0,0,0,0,0.246241134751773,0.036,0.0205714285714285,6.212468790301474,8.261960922816886,2,7,CUST_008375,MERCH_000289,DEV_002860,PM_009483,1,1,1,1,154
TXN_000272490,2026-03-09 01:39:42,2026-03-09,1,account_takeover,0.9733221277263,high,1,true_positive,155,0.0034444444444444444,1200.0,web,wallet,travel,high,sme,PT,US,EUR,1,0,1,1,0,1,0,1,0,2,0,1,0.0496470588235294,0.0128571428571428,0.0058666666666666,52.059084945189824,3.771936166266946,2,8,CUST_005162,MERCH_000996,DEV_006602,PM_004690,1,1,1,1,155
TXN_000221892,2026-03-23 19:22:54,2026-03-23,1,merchant_collusion,0.9731590243143312,high,1,true_positive,156,0.0034666666666666665,165.31,web,debit_card,digital_services,high,mass,IT,ES,EUR,1,1,0,1,1,1,0,0,0,0,0,0,0.2340199335548172,0.0051764705882352,0.0083018867924528,3.927761482622446,1.903750813001966,2,4,CUST_001982,MERCH_000345,DEV_001340,PM_002543,1,1,1,1,156
TXN_000156474,2026-03-18 12:06:11,2026-03-18,0,none,0.9729381060072604,high,1,false_positive,157,0.003488888888888889,1181.36,web,credit_card,travel,high,affluent,FR,PT,EUR,1,0,1,1,0,0,0,0,0,0,0,0,0.0489119170984455,0.0169230769230769,0.0102325581395348,8.257793932615686,3.5338508295957416,2,5,CUST_002997,MERCH_000444,DEV_004053,PM_009601,1,1,1,1,157
TXN_000192318,2026-03-20 22:49:37,2026-03-20,1,stolen_card,0.9726990298553,high,1,true_positive,158,0.003511111111111111,102.27,web,credit_card,digital_services,medium,digital_native,PT,PT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0370175438596491,0.0210344827586206,0.0081481481481481,9.331566686080372,2.0866166988897032,1,5,CUST_003226,MERCH_000148,DEV_000186,PM_007369,1,1,1,1,158
TXN_000222272,2026-03-11 04:58:25,2026-03-11,1,merchant_collusion,0.9726649414867516,high,1,true_positive,159,0.003533333333333333,97.3,mobile,credit_card,marketplace,medium,digital_native,IT,FR,EUR,1,1,0,1,1,0,0,0,0,0,0,0,0.1690683229813664,0.0256842105263157,0.0248275862068965,4.469248082311331,0.9471317006410672,1,5,CUST_001716,MERCH_000614,DEV_003647,PM_009951,1,1,1,1,159
TXN_000097294,2026-03-09 04:32:20,2026-03-09,1,stolen_card,0.9724822882514208,high,1,true_positive,160,0.0035555555555555557,350.76,mobile,credit_card,marketplace,low,digital_native,ES,ES,EUR,1,1,1,1,0,0,0,1,0,1,0,1,0.0335691318327974,0.0428070175438596,0.0652941176470588,9.240316956331847,3.207274557743954,1,5,CUST_006233,MERCH_000273,DEV_000700,PM_011746,1,1,1,1,160
TXN_000151006,2026-03-16 02:42:41,2026-03-16,1,stolen_card,0.9723339492264348,high,1,true_positive,161,0.003577777777777778,950.0,web,credit_card,electronics,low,digital_native,FR,IT,EUR,1,1,1,1,0,1,0,0,0,0,0,2,0.0054961832061068,0.0266666666666666,0.0063768115942028,28.04065895548545,3.031243164375258,1,5,CUST_005105,MERCH_000189,DEV_000205,PM_006883,1,1,1,1,161
TXN_000106821,2026-03-11 21:38:04,2026-03-11,1,stolen_card,0.972295853874997,high,1,true_positive,162,0.0036,126.5,web,credit_card,marketplace,medium,mass,IT,US,EUR,1,0,1,1,0,0,0,0,0,0,0,0,0.0332283464566929,0.0118918918918918,0.0157142857142857,4.216666666666667,1.5710907831569896,2,2,CUST_006991,MERCH_000555,DEV_007183,PM_002628,1,1,1,1,162
TXN_000203138,2026-03-15 04:35:46,2026-03-15,1,stolen_card,0.9721579150917962,high,1,true_positive,163,0.0036222222222222224,255.89,web,debit_card,marketplace,high,mass,IT,FR,EUR,1,0,1,1,0,0,0,1,0,1,0,1,0.0522957198443579,0.0167441860465116,0.0104761904761904,10.039568136243425,1.866123931253104,1,5,CUST_003860,MERCH_000801,DEV_003066,PM_001500,1,1,1,1,163
TXN_000106788,2026-03-17 04:57:22,2026-03-17,0,none,0.9721169077663214,high,1,false_positive,164,0.0036444444444444445,153.67,mobile,credit_card,electronics,medium,digital_native,DE,FR,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.016629213483146,0.0342857142857142,0.0378947368421052,2.441566882844885,1.728421085226416,1,5,CUST_003445,MERCH_000075,DEV_005704,PM_002879,1,1,1,1,164
TXN_000007335,2026-03-18 03:09:26,2026-03-18,1,stolen_card,0.9720338699564368,high,1,true_positive,165,0.0036666666666666666,247.2,mobile,credit_card,marketplace,low,mass,ES,GB,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0144297082228116,0.0118918918918918,0.0382222222222222,4.662501473535306,1.854615607701716,3,4,CUST_000592,MERCH_000922,DEV_000573,PM_001514,1,1,1,1,165
TXN_000269107,2026-03-15 00:11:39,2026-03-15,1,stolen_card,0.9716965899478828,high,1,true_positive,166,0.0036888888888888887,381.87,web,credit_card,digital_services,low,mass,FR,US,EUR,1,0,1,1,0,0,0,0,0,0,0,1,0.0296414342629482,0.0038260869565217,0.0554838709677419,1.7614200710343026,5.015392094153767,5,3,CUST_007909,MERCH_001046,DEV_003982,PM_007873,1,1,1,1,166
TXN_000279826,2026-03-14 01:38:49,2026-03-14,0,none,0.971547860042246,high,1,false_positive,167,0.003711111111111111,782.46,mobile,credit_card,electronics,high,sme,FR,FR,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0396244131455399,0.0067692307692307,0.016551724137931,7.3527930837925135,3.536262461470805,2,7,CUST_002651,MERCH_000522,DEV_002975,PM_008306,1,1,1,1,167
TXN_000199555,2026-03-15 08:55:08,2026-03-15,1,merchant_collusion,0.9714425160071788,high,1,true_positive,168,0.0037333333333333333,78.5,mobile,debit_card,digital_services,high,digital_native,PT,US,EUR,1,1,1,1,1,0,0,0,0,0,0,2,0.2269014084507042,0.0061971830985915,0.0047311827956989,8.326743939364718,0.7577876724575774,1,3,CUST_006103,MERCH_000566,DEV_002936,PM_002741,1,1,1,1,168
TXN_000003294,2026-03-21 01:47:14,2026-03-21,1,stolen_card,0.9713951409928478,high,1,true_positive,169,0.0037555555555555554,108.89,web,debit_card,electronics,medium,digital_native,DE,US,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0241198501872659,0.0191304347826086,0.0128571428571428,3.5343976761969733,1.183029385463901,2,4,CUST_001965,MERCH_000758,DEV_004222,PM_003590,1,1,1,1,169
TXN_000001463,2026-03-11 21:05:38,2026-03-11,1,merchant_collusion,0.9713228710251194,high,1,true_positive,170,0.003777777777777778,10.25,web,credit_card,marketplace,medium,digital_native,ES,FR,EUR,1,1,0,1,0,0,0,1,0,1,0,0,0.1589710610932475,0.015,0.036,1.64,0.0614137042485661,2,2,CUST_008620,MERCH_000819,DEV_007457,PM_004001,1,1,1,1,170
TXN_000180531,2026-03-15 23:05:44,2026-03-15,1,merchant_collusion,0.9712513278103346,high,1,true_positive,171,0.0038,166.03,web,credit_card,digital_services,high,digital_native,IT,ES,EUR,1,1,0,1,1,1,0,0,0,0,0,0,0.2347703180212014,0.0276923076923076,0.028235294117647,3.8304486794357255,1.9062255669557635,1,6,CUST_004413,MERCH_000345,DEV_006472,PM_001738,1,1,1,1,171
TXN_000264416,2026-03-13 02:31:01,2026-03-13,1,stolen_card,0.9702164267385216,high,1,true_positive,172,0.003822222222222222,44.89,mobile,credit_card,travel,high,mass,DE,ES,EUR,1,1,1,1,0,0,0,0,0,2,0,0,0.0437647058823529,0.0358333333333333,0.043,2.2775986513690896,0.1862265633448265,2,3,CUST_008241,MERCH_000326,DEV_005550,PM_007653,1,1,1,1,172
TXN_000202435,2026-03-12 08:56:11,2026-03-12,1,stolen_card,0.9700989926130108,high,1,true_positive,173,0.0038444444444444446,134.37,mobile,credit_card,digital_services,medium,digital_native,ES,US,EUR,0,1,1,1,0,1,0,0,0,0,0,0,0.0356313993174061,0.0404705882352941,0.0182089552238805,6.412771136087049,2.6607226010853817,1,4,CUST_008394,MERCH_000276,DEV_000559,PM_010575,1,1,1,1,173
TXN_000176832,2026-03-14 04:53:01,2026-03-14,1,merchant_collusion,0.9698957851480812,high,1,true_positive,174,0.0038666666666666667,192.08,mobile,credit_card,marketplace,medium,affluent,ES,PT,EUR,1,1,1,1,0,1,0,1,0,0,0,0,0.1552432432432432,0.0221538461538461,0.0129411764705882,1.6188790560471975,1.0790288996707604,1,3,CUST_008110,MERCH_000696,DEV_003487,PM_011078,1,1,1,1,174
TXN_000195317,2026-03-08 23:37:59,2026-03-08,1,merchant_collusion,0.9698657485361308,high,1,true_positive,175,0.0038888888888888888,401.27,mobile,credit_card,digital_services,high,affluent,IT,PT,EUR,1,1,1,1,1,1,0,0,0,0,0,0,0.2358364312267657,0.2479999999999999,0.2077419354838709,1.5063020292799258,4.68054628420776,1,4,CUST_009017,MERCH_000345,DEV_003516,PM_000576,1,1,1,1,175
TXN_000204692,2026-03-21 05:53:56,2026-03-21,0,none,0.9696969820808587,high,1,false_positive,176,0.003911111111111111,439.46,mobile,credit_card,electronics,medium,affluent,ES,GB,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0183783783783783,0.0066666666666666,0.0261818181818181,3.363231445058393,2.798623888138996,1,6,CUST_009572,MERCH_000267,DEV_000632,PM_007567,1,1,1,1,176
TXN_000293959,2026-03-09 22:09:34,2026-03-09,1,merchant_collusion,0.9685513931854238,high,1,true_positive,177,0.003933333333333333,360.05,web,debit_card,marketplace,high,sme,DE,GB,EUR,1,1,1,1,1,0,0,1,0,1,0,0,0.2579220779220779,0.0305,0.0171428571428571,8.617263157894739,2.480372425188933,2,3,CUST_007441,MERCH_000487,DEV_006017,PM_002575,1,1,1,1,177
TXN_000147788,2026-03-23 22:45:48,2026-03-23,1,account_takeover,0.9681816855885572,high,1,true_positive,178,0.003955555555555556,59.38,web,wallet,travel,medium,digital_native,FR,FR,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0166183574879227,0.0261818181818181,0.0261818181818181,3.507253866883237,0.1564397194694829,2,5,CUST_000512,MERCH_000365,DEV_007508,PM_005545,1,1,1,1,178
TXN_000087873,2026-03-11 00:17:43,2026-03-11,1,merchant_collusion,0.9680774639649976,high,1,true_positive,179,0.003977777777777778,442.64,mobile,credit_card,marketplace,medium,mass,ES,IT,EUR,0,0,1,1,0,0,0,0,0,0,0,0,0.1572727272727272,0.0069841269841269,0.0049438202247191,15.253406848156388,2.664619365680884,1,3,CUST_004228,MERCH_000819,DEV_001476,PM_000294,1,1,1,1,179
TXN_000281423,2026-03-16 19:59:36,2026-03-16,1,merchant_collusion,0.9680643181384744,high,1,true_positive,180,0.004,139.74,web,credit_card,marketplace,medium,digital_native,IT,DE,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.1970186335403726,0.0276923076923076,0.0252631578947368,1.684340332024459,0.7474803974826735,2,2,CUST_008979,MERCH_000500,DEV_004750,PM_000614,1,1,1,1,180
TXN_000257349,2026-03-22 19:07:55,2026-03-22,1,stolen_card,0.9680496329493088,high,1,true_positive,181,0.004022222222222222,950.0,web,debit_card,electronics,medium,sme,ES,PT,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0147826086956521,0.0016858237547892,0.0099999999999999,26.47089886453776,4.763923524761594,1,4,CUST_004914,MERCH_000731,DEV_002511,PM_003547,1,1,1,1,181
TXN_000071636,2026-03-23 16:30:40,2026-03-23,1,stolen_card,0.9677412643447648,high,1,true_positive,182,0.004044444444444444,30.05,mobile,debit_card,electronics,medium,mass,IT,DE,EUR,1,1,1,1,0,1,0,0,0,0,0,1,0.0283969465648854,0.0117073170731707,0.0035772357723577,1.5688439991164838,0.1299048128070951,2,4,CUST_000038,MERCH_000618,DEV_004672,PM_002177,1,1,1,1,182
TXN_000200653,2026-03-11 02:41:46,2026-03-11,1,merchant_collusion,0.967338531845142,high,1,true_positive,183,0.004066666666666666,401.47,mobile,credit_card,marketplace,high,affluent,DE,GB,EUR,1,1,1,1,0,0,0,0,0,0,0,1,0.2603236245954692,0.0091666666666666,0.0379487179487179,1.6816227813657216,2.7516185422246298,1,4,CUST_006184,MERCH_000487,DEV_005588,PM_003783,1,1,1,1,183
TXN_000168035,2026-03-12 22:28:38,2026-03-12,0,none,0.9671911903852642,high,1,false_positive,184,0.004088888888888889,642.39,web,debit_card,travel,high,mass,ES,IT,EUR,0,0,1,1,0,0,0,0,0,0,0,0,0.0188135593220338,0.0232432432432432,0.011,39.61591074732298,1.8805039876411385,3,4,CUST_002747,MERCH_000042,DEV_000410,PM_009638,1,1,1,1,184
TXN_000035920,2026-03-11 00:55:11,2026-03-11,0,none,0.9667527522011854,high,1,false_positive,185,0.004111111111111111,825.37,web,credit_card,electronics,low,mass,ES,US,EUR,0,1,1,1,0,1,0,0,0,0,0,0,0.0185057471264367,0.0157142857142857,0.0157142857142857,10.513196107403068,3.3473960685851694,2,5,CUST_000075,MERCH_000297,DEV_004852,PM_009176,1,1,1,1,185
TXN_000250955,2026-03-16 23:50:19,2026-03-16,1,stolen_card,0.9667389230823124,high,1,true_positive,186,0.0041333333333333335,104.78,web,credit_card,electronics,high,digital_native,ES,ES,EUR,1,1,1,1,0,0,0,0,0,1,0,0,0.0502931596091205,0.0189147286821705,0.0329729729729729,3.4013109432548845,0.903092487528064,2,5,CUST_009655,MERCH_000858,DEV_004805,PM_008145,1,1,1,1,186
TXN_000182359,2026-03-18 22:43:53,2026-03-18,1,merchant_collusion,0.9665033083907936,high,1,true_positive,187,0.0041555555555555556,214.99,mobile,credit_card,marketplace,medium,digital_native,ES,US,EUR,1,0,1,1,1,0,0,0,0,0,0,0,0.1659880239520958,0.0068749999999999,0.0058666666666666,4.191625575599884,1.3015382811954734,1,2,CUST_000912,MERCH_000819,DEV_005889,PM_010721,1,1,1,1,187
TXN_000164450,2026-03-21 04:50:54,2026-03-21,0,none,0.9663515060952684,high,1,false_positive,188,0.004177777777777778,257.16,web,credit_card,electronics,low,affluent,PT,ES,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0095686274509803,0.0141176470588235,0.0118918918918918,3.8740772778298846,2.7861707130409124,1,5,CUST_000148,MERCH_000116,DEV_007847,PM_007311,1,1,1,1,188
TXN_000036309,2026-03-21 04:03:11,2026-03-21,0,none,0.9660901219667962,high,1,false_positive,189,0.0042,167.92,web,credit_card,marketplace,medium,digital_native,PT,GB,EUR,1,1,1,1,1,1,0,0,0,0,0,0,0.0372638436482084,0.0122222222222222,0.0334246575342465,7.113151413653827,1.2453979517739149,1,4,CUST_004611,MERCH_000213,DEV_007740,PM_004597,1,1,1,1,189
TXN_000004397,2026-03-15 02:48:43,2026-03-15,1,merchant_collusion,0.965979133604608,high,1,true_positive,190,0.004222222222222222,51.18,mobile,credit_card,marketplace,medium,digital_native,IT,IT,EUR,1,1,1,1,1,1,0,0,0,0,0,0,0.1944303797468354,0.1005405405405405,0.0458666666666666,0.8952079910544168,0.2715683954653989,2,5,CUST_009368,MERCH_000500,DEV_007120,PM_009865,1,1,1,1,190
TXN_000132702,2026-03-11 03:11:42,2026-03-11,1,stolen_card,0.9656920459543024,high,1,true_positive,191,0.004244444444444445,94.24,web,credit_card,electronics,medium,mass,ES,IT,EUR,1,0,1,1,0,0,0,0,0,0,0,1,0.0176051779935275,0.0266666666666666,0.0299130434782608,6.076079948420373,0.8991081005152266,1,3,CUST_006032,MERCH_000437,DEV_004294,PM_010266,1,1,1,1,191
TXN_000175286,2026-03-25 02:49:14,2026-03-25,1,stolen_card,0.9656416142111424,high,1,true_positive,192,0.004266666666666667,950.0,web,credit_card,marketplace,high,mass,ES,IT,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.0261495844875346,0.0287058823529411,0.0296551724137931,65.16285815074669,8.93595270717025,1,5,CUST_000877,MERCH_000902,DEV_001406,PM_007225,1,1,1,1,192
TXN_000081261,2026-03-17 03:39:56,2026-03-17,0,none,0.965144120532744,high,1,false_positive,193,0.004288888888888889,23.33,web,credit_card,electronics,medium,mass,FR,PT,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0311297071129707,0.0847368421052631,0.1609999999999999,2.8964375625064656,0.1080704178311631,1,2,CUST_002110,MERCH_000164,DEV_000996,PM_010750,1,1,1,1,193
TXN_000226884,2026-03-11 22:00:03,2026-03-11,1,account_takeover,0.9645589269209812,high,1,true_positive,194,0.004311111111111111,486.01,mobile,credit_card,marketplace,high,sme,PT,DE,EUR,1,1,1,1,1,1,0,0,0,0,1,2,0.0146382978723404,0.005432098765432,0.0299130434782608,4.729832529094522,5.5359434221164046,2,6,CUST_002255,MERCH_000474,DEV_005907,PM_011578,1,1,1,1,194
TXN_000292381,2026-03-09 01:36:50,2026-03-09,1,stolen_card,0.964335345936221,high,1,true_positive,195,0.004333333333333333,144.93,web,credit_card,travel,high,mass,FR,FR,EUR,1,1,1,1,0,0,0,0,0,1,0,0,0.0239999999999999,0.0171428571428571,0.011578947368421,3.1704098002041707,0.3260529883060535,2,4,CUST_001620,MERCH_001078,DEV_007374,PM_010371,1,1,1,1,195
TXN_000268216,2026-03-14 04:55:01,2026-03-14,1,account_takeover,0.9642092013345512,high,1,true_positive,196,0.004355555555555555,122.31,mobile,credit_card,travel,high,digital_native,IT,FR,EUR,1,0,1,1,0,1,0,0,0,0,0,0,0.0341284403669724,0.036,0.0342857142857142,1.1433304684031087,0.3571138071713025,1,7,CUST_006053,MERCH_001018,DEV_005330,PM_005185,1,1,1,1,196
TXN_000212708,2026-03-21 02:10:34,2026-03-21,1,stolen_card,0.9641647263810048,high,1,true_positive,197,0.004377777777777778,168.36,mobile,credit_card,marketplace,medium,digital_native,ES,DE,EUR,1,0,1,1,0,1,0,1,0,1,0,0,0.0251063829787234,0.0287058823529411,0.0146666666666666,7.247089443916112,1.8671212342106935,1,6,CUST_003222,MERCH_000605,DEV_000883,PM_006452,1,1,1,1,197
TXN_000227523,2026-03-15 05:08:22,2026-03-15,0,none,0.963855095136465,high,1,false_positive,198,0.0044,123.7,web,debit_card,marketplace,high,mass,DE,US,EUR,1,0,1,1,1,0,0,0,0,1,0,0,0.2647021943573667,0.003728813559322,0.0089795918367346,4.879753166429508,0.8450534637177847,1,5,CUST_008611,MERCH_000487,DEV_001594,PM_009060,1,1,1,1,198
